ticker,title,description,url,publishedAt
IBM,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
PFE,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
PFE,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PFE,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
PFE,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
PFE,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
PFE,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
PFE,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
IBM,The Sahm rule and the economy's 'statistical regularities',"Neuralink has successfully implanted in a second patient its device designed to give paralyzed patients the ability to use digital devices by thinking alone, according to the startup's owner Elon Musk.  Neuralink is in the process of testing its device, which is intended to help people with spinal cord injuries.  Musk, in comments made during a podcast released late on Friday that ran more than eight hours, gave few details about the second participant beyond saying the person had a spinal cord injury similar to the first patient, who was paralyzed in a diving accident.",/quote/%5EGSPC/,No date
PFE,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
VZ,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
VZ,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
VZ,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
VZ,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
VZ,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
VZ,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
VZ,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
PFE,The Sahm rule and the economy's 'statistical regularities',"Neuralink has successfully implanted in a second patient its device designed to give paralyzed patients the ability to use digital devices by thinking alone, according to the startup's owner Elon Musk.  Neuralink is in the process of testing its device, which is intended to help people with spinal cord injuries.  Musk, in comments made during a podcast released late on Friday that ran more than eight hours, gave few details about the second participant beyond saying the person had a spinal cord injury similar to the first patient, who was paralyzed in a diving accident.",/quote/%5EGSPC/,No date
PDD,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
PDD,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
PDD,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
PDD,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
PDD,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
PDD,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
PDD,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
VZ,The Sahm rule and the economy's 'statistical regularities',"Neuralink has successfully implanted in a second patient its device designed to give paralyzed patients the ability to use digital devices by thinking alone, according to the startup's owner Elon Musk.  Neuralink is in the process of testing its device, which is intended to help people with spinal cord injuries.  Musk, in comments made during a podcast released late on Friday that ran more than eight hours, gave few details about the second participant beyond saying the person had a spinal cord injury similar to the first patient, who was paralyzed in a diving accident.",/quote/%5EGSPC/,No date
PDD,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
DIS,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
DIS,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
DIS,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
DIS,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
DIS,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
DIS,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
DIS,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
DIS,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
PDD,The Sahm rule and the economy's 'statistical regularities',"Neuralink has successfully implanted in a second patient its device designed to give paralyzed patients the ability to use digital devices by thinking alone, according to the startup's owner Elon Musk.  Neuralink is in the process of testing its device, which is intended to help people with spinal cord injuries.  Musk, in comments made during a podcast released late on Friday that ran more than eight hours, gave few details about the second participant beyond saying the person had a spinal cord injury similar to the first patient, who was paralyzed in a diving accident.",/quote/%5EGSPC/,No date
NOW,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
NOW,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
NOW,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
NOW,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
NOW,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
NOW,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
DIS,"Neuralink implanted second trial patient with brain chip, Musk says",(Bloomberg) -- Australia is poised to stay near the back of the global easing cycle as local inflation — while cooling — remains elevated requiring the Reserve Bank to keep its key interest rate at a 12-year high.Most Read from BloombergSinger Akon’s Multibillion-Dollar Futuristic City in Africa Gets Final NoticeWhat a Beautiful Bus Stop Can DoValencia Follows Barcelona in Crackdown on Short-Term RentalsA Vast Wetland Park Seeks to Slake a Thirsty MegacityA Radical Fix for Britain’s Housing Cris,/quote/%5EGSPC/,No date
NOW,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
BABA,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
BABA,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
BABA,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
BABA,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
BABA,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
BABA,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
NOW,"Neuralink implanted second trial patient with brain chip, Musk says",(Bloomberg) -- Australia is poised to stay near the back of the global easing cycle as local inflation — while cooling — remains elevated requiring the Reserve Bank to keep its key interest rate at a 12-year high.Most Read from BloombergSinger Akon’s Multibillion-Dollar Futuristic City in Africa Gets Final NoticeWhat a Beautiful Bus Stop Can DoValencia Follows Barcelona in Crackdown on Short-Term RentalsA Vast Wetland Park Seeks to Slake a Thirsty MegacityA Radical Fix for Britain’s Housing Cris,/quote/%5EGSPC/,No date
BABA,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
BX,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
BX,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
BX,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
BX,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
BX,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
BX,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
BX,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BX,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BX,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BX,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BX,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BX,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BX,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BX,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BX,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BX,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
BABA,"Neuralink implanted second trial patient with brain chip, Musk says",(Bloomberg) -- Australia is poised to stay near the back of the global easing cycle as local inflation — while cooling — remains elevated requiring the Reserve Bank to keep its key interest rate at a 12-year high.Most Read from BloombergSinger Akon’s Multibillion-Dollar Futuristic City in Africa Gets Final NoticeWhat a Beautiful Bus Stop Can DoValencia Follows Barcelona in Crackdown on Short-Term RentalsA Vast Wetland Park Seeks to Slake a Thirsty MegacityA Radical Fix for Britain’s Housing Cris,/quote/%5EGSPC/,No date
BX,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
MS,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
MS,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
MS,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
MS,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
MS,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
MS,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
MS,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
BX,"Neuralink implanted second trial patient with brain chip, Musk says",(Bloomberg) -- Australia is poised to stay near the back of the global easing cycle as local inflation — while cooling — remains elevated requiring the Reserve Bank to keep its key interest rate at a 12-year high.Most Read from BloombergSinger Akon’s Multibillion-Dollar Futuristic City in Africa Gets Final NoticeWhat a Beautiful Bus Stop Can DoValencia Follows Barcelona in Crackdown on Short-Term RentalsA Vast Wetland Park Seeks to Slake a Thirsty MegacityA Radical Fix for Britain’s Housing Cris,/quote/%5EGSPC/,No date
MS,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
AMAT,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMAT,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
AMAT,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
AMAT,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
AMAT,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
AMAT,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
AMAT,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
MS,"Neuralink implanted second trial patient with brain chip, Musk says",(Bloomberg) -- Australia is poised to stay near the back of the global easing cycle as local inflation — while cooling — remains elevated requiring the Reserve Bank to keep its key interest rate at a 12-year high.Most Read from BloombergSinger Akon’s Multibillion-Dollar Futuristic City in Africa Gets Final NoticeWhat a Beautiful Bus Stop Can DoValencia Follows Barcelona in Crackdown on Short-Term RentalsA Vast Wetland Park Seeks to Slake a Thirsty MegacityA Radical Fix for Britain’s Housing Cris,/quote/%5EGSPC/,No date
AMAT,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
CAT,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
